Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
05/08/2021 ,"3,568,331","518,310","2,947,646","102,375","12,629","799,151","9,458","4,419","825,657","13,877","35,764","-5,701","39,726","1,739",115,"2,770",-77,-497,"2,311",-574
06/08/2021 ,"3,607,863","507,375","2,996,478","104,010","12,682","802,373","8,813","3,974","827,842","12,787","39,532","-10,935","48,832","1,635",53,"3,222",-645,-445,"2,185","-1,090"
07/08/2021 ,"3,639,616","497,824","3,036,194","105,598","12,750","806,924","6,957","3,219","829,850","10,176","31,753","-9,551","39,716","1,588",68,"4,551","-1,856",-755,"2,008","-2,611"
08/08/2021 ,"3,666,031","474,233","3,084,702","107,096","12,770","808,087","7,567","3,075","831,499","10,642","26,415","-23,591","48,508","1,498",20,"1,163",610,-144,"1,649",466
09/08/2021 ,"3,686,740","448,508","3,129,661","108,571","12,783","809,087","7,430","2,926","832,226","10,356","20,709","-25,725","44,959","1,475",13,"1,000",-137,-149,727,-286
10/08/2021 ,"3,718,821","437,055","3,171,147","110,619","12,824","810,308","7,495","3,024","833,651","10,519","32,081","-11,453","41,486","2,048",41,"1,221",65,98,"1,425",163
11/08/2021 ,"3,749,446","426,170","3,211,078","112,198","12,866","811,642","7,873","3,228","835,609","11,101","30,625","-10,885","39,931","1,579",42,"1,334",378,204,"1,958",582
12/08/2021 ,"3,774,155","412,776","3,247,715","113,664","12,908","813,898","7,008","2,873","836,687","9,881","24,709","-13,394","36,637","1,466",42,"2,256",-865,-355,"1,078","-1,220"
13/08/2021 ,"3,804,943","400,129","3,289,718","115,096","12,976","815,468","6,724","2,729","837,897","9,453","30,788","-12,647","42,003","1,432",68,"1,570",-284,-144,"1,210",-428
14/08/2021 ,"3,833,541","395,577","3,321,598","116,366","13,005","816,687","6,748","2,820","839,260","9,568","28,598","-4,552","31,880","1,270",29,"1,219",24,91,"1,363",115
15/08/2021 ,"3,854,354","384,807","3,351,959","117,588","13,022","817,764","6,755","2,901","840,442","9,656","20,813","-10,770","30,361","1,222",17,"1,077",7,81,"1,182",88
16/08/2021 ,"3,871,738","371,021","3,381,884","118,833","13,050","818,700","6,290","2,915","840,955","9,205","17,384","-13,786","29,925","1,245",28,936,-465,14,513,-451
17/08/2021 ,"3,892,479","358,357","3,414,109","120,013","13,074","819,620","5,955","2,961","841,610","8,916","20,741","-12,664","32,225","1,180",24,920,-335,46,655,-289
18/08/2021 ,"3,908,247","343,203","3,443,903","121,141","13,087","820,517","6,006","3,029","842,639","9,035","15,768","-15,154","29,794","1,128",13,897,51,68,"1,029",119
19/08/2021 ,"3,930,300","334,752","3,472,915","122,633","13,121","821,451","5,794","3,004","843,370","8,798","22,053","-8,451","29,012","1,492",34,934,-212,-25,731,-237
20/08/2021 ,"3,950,304","327,286","3,499,037","123,981","13,132","822,399","5,721","3,087","844,339","8,808","20,004","-7,466","26,122","1,348",11,948,-73,83,969,10
21/08/2021 ,"3,967,048","319,658","3,522,048","125,342","13,152","823,314","5,565","3,199","845,230","8,764","16,744","-7,628","23,011","1,361",20,915,-156,112,891,-44
22/08/2021 ,"3,979,456","306,760","3,546,324","126,372","13,173","824,227","5,584","2,947","845,931","8,531","12,408","-12,898","24,276","1,030",21,913,19,-252,701,-233
23/08/2021 ,"3,989,060","290,764","3,571,082","127,214","13,193","824,958","5,477","2,788","846,416","8,265","9,604","-15,996","24,758",842,20,731,-107,-159,485,-266
24/08/2021 ,"4,008,166","273,750","3,606,164","128,252","13,203","825,573","5,277","2,847","846,900","8,124","19,106","-17,014","35,082","1,038",10,615,-200,59,484,-141
25/08/2021 ,"4,026,837","257,677","3,639,867","129,293","13,214","826,302","5,442","2,731","847,689","8,173","18,671","-16,073","33,703","1,041",11,729,165,-116,789,49
26/08/2021 ,"4,043,736","243,588","3,669,966","130,182","13,216","827,333","5,110","2,604","848,263","7,714","16,899","-14,089","30,099",889,2,"1,031",-332,-127,574,-459
27/08/2021 ,"4,056,354","236,317","3,689,256","130,781","13,232","827,674","5,491","2,504","848,901","7,995","12,618","-7,271","19,290",599,16,341,381,-100,638,281
28/08/2021 ,"4,066,404","227,182","3,707,850","131,372","13,242","828,125","5,607","2,395","849,369","8,002","10,050","-9,135","18,594",591,10,451,116,-109,468,7
29/08/2021 ,"4,073,831","217,590","3,724,318","131,923","13,252","828,838","5,497","2,256","849,843","7,753","7,427","-9,592","16,468",551,10,713,-110,-139,474,-249
30/08/2021 ,"4,079,267","203,060","3,743,716","132,491","13,261","829,668","5,097","2,158","850,184","7,255","5,436","-14,530","19,398",568,9,830,-400,-98,341,-498
31/08/2021 ,"4,089,801","196,281","3,760,497","133,023","13,290","830,197","4,980","2,116","850,583","7,096","10,534","-6,779","16,781",532,29,529,-117,-42,399,-159
01/09/2021 ,"4,100,138","189,571","3,776,891","133,676","13,302","831,293","4,489","2,172","851,256","6,661","10,337","-6,710","16,394",653,12,"1,096",-491,56,673,-435
02/09/2021 ,"4,109,093","176,638","3,798,099","134,356","13,312","832,130","4,201","2,043","851,686","6,244","8,955","-12,933","21,208",680,10,837,-288,-129,430,-417
03/09/2021 ,"4,116,890","168,317","3,813,643","134,930","13,322","832,952","3,841","1,914","852,029","5,755","7,797","-8,321","15,544",574,10,822,-360,-129,343,-489
04/09/2021 ,"4,123,617","160,699","3,827,449","135,469","13,332","833,437","3,807","1,813","852,389","5,620","6,727","-7,618","13,806",539,10,485,-34,-101,360,-135
05/09/2021 ,"4,129,020","155,519","3,837,640","135,861","13,342","833,765","3,820","1,765","852,692","5,585","5,403","-5,180","10,191",392,10,328,13,-48,303,-35
06/09/2021 ,"4,133,433","146,271","3,850,689","136,473","13,359","834,489","3,417","1,644","852,909","5,061","4,413","-9,248","13,049",612,17,724,-403,-121,217,-524
07/09/2021 ,"4,140,634","138,630","3,864,848","137,156","13,372","835,030","3,172","1,597","853,171","4,769","7,201","-7,641","14,159",683,13,541,-245,-47,262,-292
08/09/2021 ,"4,147,365","132,823","3,876,760","137,782","13,386","835,700","2,977","1,536","853,599","4,513","6,731","-5,807","11,912",626,14,670,-195,-61,428,-256
09/09/2021 ,"4,153,355","127,829","3,887,410","138,116","13,399","836,187","2,843","1,478","853,907","4,321","5,990","-4,994","10,650",334,13,487,-134,-58,308,-192
10/09/2021 ,"4,158,731","118,534","3,901,766","138,431","13,411","836,644","2,659","1,454","854,168","4,113","5,376","-9,295","14,356",315,12,457,-184,-24,261,-208
11/09/2021 ,"4,163,732","115,679","3,909,352","138,701","13,431","837,033","2,554","1,418","854,436","3,972","5,001","-2,855","7,586",270,20,389,-105,-36,268,-141
12/09/2021 ,"4,167,511","109,869","3,918,753","138,889","13,437","837,364","2,539","1,402","854,742","3,941","3,779","-5,810","9,401",188,6,331,-15,-16,306,-31
13/09/2021 ,"4,170,088","99,696","3,931,227","139,165","13,443","837,805","2,454","1,227","854,929","3,681","2,577","-10,173","12,474",276,6,441,-85,-175,187,-260
14/09/2021 ,"4,174,216","92,328","3,942,473","139,415","13,445","838,306","2,268","1,100","855,119","3,368","4,128","-7,368","11,246",250,2,501,-186,-127,190,-313
15/09/2021 ,"4,178,164","84,963","3,953,519","139,682","13,455","838,680","2,223","1,066","855,424","3,289","3,948","-7,365","11,046",267,10,374,-45,-34,305,-79
16/09/2021 ,"4,181,309","73,238","3,968,152","139,919","13,464","839,022","2,092","1,022","855,600","3,114","3,145","-11,725","14,633",237,9,342,-131,-44,176,-175
17/09/2021 ,"4,185,144","68,942","3,976,064","140,138","13,469","839,379","1,958","1,000","855,806","2,958","3,835","-4,296","7,912",219,5,357,-134,-22,206,-156
18/09/2021 ,"4,188,529","65,066","3,983,140","140,323","13,475","839,623","1,934",974,"856,006","2,908","3,385","-3,876","7,076",185,6,244,-24,-26,200,-50
19/09/2021 ,"4,190,763","60,969","3,989,326","140,468","13,479","839,803","1,916",963,"856,161","2,879","2,234","-4,097","6,186",145,4,180,-18,-11,155,-29
20/09/2021 ,"4,192,695","55,936","3,996,125","140,634","13,482","840,212","1,694",864,"856,252","2,558","1,932","-5,033","6,799",166,3,409,-222,-99,91,-321
21/09/2021 ,"4,195,958","52,447","4,002,706","140,805","13,486","840,525","1,552",795,"856,358","2,347","3,263","-3,489","6,581",171,4,313,-142,-69,106,-211
22/09/2021 ,"4,198,678","49,662","4,008,062","140,954","13,490","840,812","1,509",774,"856,585","2,283","2,720","-2,785","5,356",149,4,287,-43,-21,227,-64
23/09/2021 ,"4,201,559","47,997","4,012,448","141,114","13,493","841,065","1,505",687,"856,750","2,192","2,881","-1,665","4,386",160,3,253,-4,-87,165,-91
24/09/2021 ,"4,204,116","45,803","4,017,055","141,258","13,497","841,393","1,409",632,"856,931","2,041","2,557","-2,194","4,607",144,4,328,-96,-55,181,-151
25/09/2021 ,"4,206,253","44,071","4,020,801","141,381","13,500","841,592","1,381",591,"857,064","1,972","2,137","-1,732","3,746",123,3,199,-28,-41,133,-69
26/09/2021 ,"4,208,013","42,769","4,023,777","141,467","13,503","841,719","1,403",607,"857,232","2,010","1,760","-1,302","2,976",86,3,127,22,16,168,38
27/09/2021 ,"4,209,403","40,270","4,027,548","141,585","13,507","841,980","1,296",552,"857,335","1,848","1,390","-2,499","3,771",118,4,261,-107,-55,103,-162
28/09/2021 ,"4,211,460","38,652","4,031,099","141,709","13,512","842,141","1,246",540,"857,439","1,786","2,057","-1,618","3,551",124,5,161,-50,-12,104,-62
29/09/2021 ,"4,213,414","37,412","4,034,176","141,826","13,516","842,336","1,230",534,"857,616","1,764","1,954","-1,240","3,077",117,4,195,-16,-6,177,-22
30/09/2021 ,"4,215,104","36,141","4,037,024","141,939","13,519","842,541","1,195",510,"857,765","1,705","1,690","-1,271","2,848",113,3,205,-35,-24,149,-59
01/10/2021 ,"4,216,728","34,867","4,039,835","142,026","13,524","842,715","1,173",504,"857,916","1,677","1,624","-1,274","2,811",87,5,174,-22,-6,151,-28
02/10/2021 ,"4,218,142","33,812","4,042,215","142,115","13,529","842,842","1,217",483,"858,071","1,700","1,414","-1,055","2,380",89,5,127,44,-21,155,23
03/10/2021 ,"4,219,284","32,876","4,044,235","142,173","13,534","842,929","1,235",500,"858,198","1,735","1,142",-936,"2,020",58,5,87,18,17,127,35
04/10/2021 ,"4,220,206","31,054","4,046,891","142,261","13,534","843,091","1,261",461,"858,347","1,722",922,"-1,822","2,656",88,0,162,26,-39,149,-13
05/10/2021 ,"4,221,610","29,823","4,049,449","142,338","13,538","843,239","1,198",444,"858,419","1,642","1,404","-1,231","2,558",77,4,148,-63,-17,72,-80
06/10/2021 ,"4,223,094","28,381","4,052,300","142,413","13,540","843,414","1,217",451,"858,622","1,668","1,484","-1,442","2,851",75,2,175,19,7,203,26
07/10/2021 ,"4,224,487","27,747","4,054,246","142,494","13,541","843,529","1,253",448,"858,771","1,701","1,393",-634,"1,946",81,1,115,36,-3,149,33
08/10/2021 ,"4,225,871","25,551","4,057,760","142,560","13,541","843,738","1,206",436,"858,921","1,642","1,384","-2,196","3,514",66,0,209,-47,-12,150,-59
09/10/2021 ,"4,227,038","25,159","4,059,267","142,612","13,543","843,822","1,229",427,"859,021","1,656","1,167",-392,"1,507",52,2,84,23,-9,100,14
10/10/2021 ,"4,227,932","24,430","4,060,851","142,651","13,547","843,891","1,285",438,"859,161","1,723",894,-729,"1,584",39,4,69,56,11,140,67
11/10/2021 ,"4,228,552","22,541","4,063,295","142,716","13,549","844,189","1,078",386,"859,202","1,464",620,"-1,889","2,444",65,2,298,-207,-52,41,-259
12/10/2021 ,"4,229,813","21,625","4,065,425","142,763","13,550","844,538",947,310,"859,345","1,257","1,261",-916,"2,130",47,1,349,-131,-76,143,-207
13/10/2021 ,"4,231,046","20,551","4,067,684","142,811","13,550","844,742",972,359,"859,623","1,331","1,233","-1,074","2,259",48,0,204,25,49,278,74
14/10/2021 ,"4,232,099","19,852","4,069,399","142,848","13,550","844,839",978,369,"859,736","1,347","1,053",-699,"1,715",37,0,97,6,10,113,16
15/10/2021 ,"4,233,014","19,318","4,070,807","142,889","13,550","844,901","1,030",379,"859,860","1,409",915,-534,"1,408",41,0,62,52,10,124,62
16/10/2021 ,"4,234,011","18,746","4,072,332","142,933","13,551","845,121",992,350,"860,014","1,342",997,-572,"1,525",44,1,220,-38,-29,154,-67
17/10/2021 ,"4,234,758","18,388","4,073,418","142,952","13,551","845,248",998,348,"860,145","1,346",747,-358,"1,086",19,0,127,6,-2,131,4
18/10/2021 ,"4,235,384","17,374","4,075,011","142,999","13,552","845,386",984,330,"860,252","1,314",626,"-1,014","1,593",47,1,138,-14,-18,107,-32
19/10/2021 ,"4,236,287","16,697","4,076,541","143,049","13,552","845,508",967,331,"860,358","1,298",903,-677,"1,530",50,0,122,-17,1,106,-16
20/10/2021 ,"4,237,201","16,376","4,077,748","143,077","13,552","845,650",947,312,"860,461","1,259",914,-321,"1,207",28,0,142,-20,-19,103,-39
21/10/2021 ,"4,237,834","15,594","4,079,120","143,120","13,553","845,763",934,300,"860,550","1,234",633,-782,"1,372",43,1,113,-13,-12,89,-25
22/10/2021 ,"4,238,594","15,090","4,080,351","143,153","13,553","845,884",895,301,"860,633","1,196",760,-504,"1,231",33,0,121,-39,1,83,-38
23/10/2021 ,"4,239,396","14,803","4,081,417","143,176","13,555","846,056",846,292,"860,749","1,138",802,-287,"1,066",23,2,172,-49,-9,116,-58
24/10/2021 ,"4,240,019","14,360","4,082,454","143,205","13,556","846,185",852,287,"860,880","1,139",623,-443,"1,037",29,1,129,6,-5,131,1
25/10/2021 ,"4,240,479","13,554","4,083,690","143,235","13,557","846,352",774,279,"860,962","1,053",460,-806,"1,236",30,1,167,-78,-8,82,-86
26/10/2021 ,"4,241,090","12,989","4,084,831","143,270","13,558","846,525",660,256,"860,999",916,611,-565,"1,141",35,1,173,-114,-23,37,-137
27/10/2021 ,"4,241,809","12,735","4,085,775","143,299","13,559","846,667",618,260,"861,104",878,719,-254,944,29,1,142,-42,4,105,-38
28/10/2021 ,"4,242,532","12,440","4,086,759","143,333","13,560","846,749",670,256,"861,235",926,723,-295,984,34,1,82,52,-4,131,48
29/10/2021 ,"4,243,215","12,414","4,087,440","143,361","13,560","846,799",713,259,"861,331",972,683,-26,681,28,0,50,43,3,96,46
30/10/2021 ,"4,243,835","12,309","4,088,138","143,388","13,561","846,942",660,264,"861,427",924,620,-105,698,27,1,143,-53,5,96,-48
31/10/2021 ,"4,244,358","12,318","4,088,635","143,405","13,562","847,021",686,271,"861,540",957,523,9,497,17,1,79,26,7,113,33
01/11/2021 ,"4,244,761","11,919","4,089,419","143,423","13,562","847,066",722,273,"861,623",995,403,-399,784,18,0,45,36,2,83,38
02/11/2021 ,"4,245,373","11,629","4,090,287","143,457","13,562","847,201",671,266,"861,700",937,612,-290,868,34,0,135,-51,-7,77,-58
03/11/2021 ,"4,246,174","11,592","4,091,101","143,481","13,563","847,353",658,258,"861,832",916,801,-37,814,24,1,152,-13,-8,132,-21
04/11/2021 ,"4,246,802","11,364","4,091,938","143,500","13,564","847,403",718,258,"861,943",976,628,-228,837,19,1,50,60,0,111,60
05/11/2021 ,"4,247,320","11,215","4,092,586","143,519","13,565","847,438",802,256,"862,061","1,058",518,-149,648,19,1,35,84,-2,118,82
06/11/2021 ,"4,247,721","10,979","4,093,208","143,534","13,566","847,685",648,231,"862,130",879,401,-236,622,15,1,247,-154,-25,69,-179
07/11/2021 ,"4,248,165","10,825","4,093,795","143,545","13,566","847,808",653,220,"862,247",873,444,-154,587,11,0,123,5,-11,117,-6
08/11/2021 ,"4,248,409","9,774","4,095,078","143,557","13,566","847,885",627,198,"862,276",825,244,"-1,051","1,283",12,0,77,-26,-22,29,-48
09/11/2021 ,"4,248,843","9,602","4,095,663","143,578","13,566","848,034",577,193,"862,370",770,434,-172,585,21,0,149,-50,-5,94,-55
10/11/2021 ,"4,249,323","9,537","4,096,194","143,592","13,566","848,093",608,198,"862,465",806,480,-65,531,14,0,59,31,5,95,36
11/11/2021 ,"4,249,758","9,486","4,096,664","143,608","13,567","848,137",660,208,"862,572",868,435,-51,470,16,1,44,52,10,107,62
12/11/2021 ,"4,250,157","9,305","4,097,224","143,628","13,567","848,311",578,187,"862,643",765,399,-181,560,20,0,174,-82,-21,71,-103
13/11/2021 ,"4,250,516","9,197","4,097,675","143,644","13,567","848,419",534,177,"862,697",711,359,-108,451,16,0,108,-44,-10,54,-54
14/11/2021 ,"4,250,855","9,018","4,098,178","143,659","13,568","848,527",514,180,"862,789",694,339,-179,503,15,1,108,-20,3,92,-17
15/11/2021 ,"4,251,076","8,522","4,098,884","143,670","13,569","848,604",477,175,"862,825",652,221,-496,706,11,1,77,-37,-5,36,-42
16/11/2021 ,"4,251,423","8,339","4,099,399","143,685","13,569","848,710",447,178,"862,904",625,347,-183,515,15,0,106,-30,3,79,-27
17/11/2021 ,"4,251,945","8,390","4,099,857","143,698","13,570","848,871",397,196,"863,034",593,522,51,458,13,1,161,-50,18,130,-32
18/11/2021 ,"4,252,345","8,315","4,100,321","143,709","13,571","849,007",344,212,"863,134",556,400,-75,464,11,1,136,-53,16,100,-37
19/11/2021 ,"4,252,705","8,154","4,100,837","143,714","13,573","849,111",348,199,"863,231",547,360,-161,516,5,2,104,4,-13,97,-9
20/11/2021 ,"4,253,098","8,154","4,101,216","143,728","13,574","849,265",297,209,"863,345",506,393,0,379,14,1,154,-51,10,114,-41
21/11/2021 ,"4,253,412","8,126","4,101,547","143,739","13,574","849,386",296,200,"863,456",496,314,-28,331,11,0,121,-1,-9,111,-10
22/11/2021 ,"4,253,598","7,965","4,101,889","143,744","13,574","849,448",278,182,"863,482",460,186,-161,342,5,0,62,-18,-18,26,-36
23/11/2021 ,"4,253,992","7,916","4,102,323","143,753","13,574","849,491",303,183,"863,551",486,394,-49,434,9,0,43,25,1,69,26
24/11/2021 ,"4,254,443","7,977","4,102,700","143,766","13,575","849,596",294,168,"863,633",462,451,61,377,13,1,105,-9,-15,82,-24
25/11/2021 ,"4,254,815","8,040","4,102,993","143,782","13,576","849,638",274,199,"863,687",473,372,63,293,16,1,42,-20,31,54,11
26/11/2021 ,"4,255,268","8,093","4,103,379","143,796","13,576","849,693",292,196,"863,757",488,453,53,386,14,0,55,18,-3,70,15
27/11/2021 ,"4,255,672","8,226","4,103,639","143,807","13,576","849,779",252,204,"863,811",456,404,133,260,11,0,86,-40,8,54,-32
28/11/2021 ,"4,255,936","8,214","4,103,914","143,808","13,576","849,831",272,183,"863,862",455,264,-12,275,1,0,52,20,-21,51,-1
29/11/2021 ,"4,256,112","7,960","4,104,333","143,819","13,576","849,902",255,170,"863,903",425,176,-254,419,11,0,71,-17,-13,41,-30
30/11/2021 ,"4,256,409","7,922","4,104,657","143,830","13,576","849,929",264,178,"863,947",442,297,-38,324,11,0,27,9,8,44,17
01/12/2021 ,"4,256,687","7,883","4,104,964","143,840","13,576","849,979",282,180,"864,017",462,278,-39,307,10,0,50,18,2,70,20
02/12/2021 ,"4,256,998","7,796","4,105,352","143,850","13,576","850,046",248,175,"864,045",423,311,-87,388,10,0,67,-34,-5,28,-39
